scenario_id,event_class,config,model,correct_diag,correct_tool,grounded,halluc,recommendation,latency,confidence,is_correct
IEEE14_SCN_001817,E6,E2_LLM_RAG,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1180498420667142,0.8074547477650975,True
IEEE14_SCN_001253,E4,E2_LLM_RAG,mock,False,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9161590645026598,0.2945246792429568,False
IEEE14_SCN_000529,E1,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.3389344162623424,0.9554322166223884,True
IEEE14_SCN_000755,E2,E3_LLM_Tools,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,3.035181506480996,0.935498105924404,True
IEEE14_SCN_002952,E9,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.191566392434157,0.9313627906507074,True
IEEE14_SCN_001155,E3,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.729460721070085,1.0,True
IEEE14_SCN_000870,E2,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': True}",NO_EFFECT,2.524408800455102,0.8494209222616889,True
IEEE14_SCN_002776,E9,E3_LLM_Tools,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.226271618256877,0.49165170606058595,False
IEEE14_SCN_001827,E6,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.2545761037308316,0.8075051753802447,True
IEEE14_SCN_000405,E1,E3_LLM_Tools,mock,False,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.9910641102261633,0.48059752848062914,False
IEEE14_SCN_001384,E4,E3_LLM_Tools,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.5795318933616906,0.623044113316938,True
IEEE14_SCN_001379,E4,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.7879273499280801,0.775443268868653,True
IEEE14_SCN_000337,E1,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.3883135248659113,0.8066236581447462,True
IEEE14_SCN_001784,E5,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.3143851187657893,0.9384898920805864,True
IEEE14_SCN_001664,E5,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.7188090100554243,1.0,True
IEEE14_SCN_001796,E5,E3_LLM_Tools,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.9191914924624656,0.31028248203062625,False
IEEE14_SCN_002785,E9,E3_LLM_Tools,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.3162494876415107,0.45937579301403786,False
IEEE14_SCN_002988,E9,E3_LLM_Tools,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.891602762201462,0.47206274297116774,False
IEEE14_SCN_002341,E7,E3_LLM_Tools,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.7839553140404467,0.41288632136582565,False
IEEE14_SCN_002050,E6,E3_LLM_Tools,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.6724508272466005,0.5365609222154468,False
IEEE14_SCN_001817,E6,E3_LLM_Tools,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': True, 'H-ACT': True}",PARTIAL_SUCCESS,2.516217304226594,0.747815899563587,True
IEEE14_SCN_001253,E4,E3_LLM_Tools,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.1438717623847374,0.5238206891515754,False
IEEE14_SCN_000529,E1,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.744129916635342,0.6171384020064627,True
IEEE14_SCN_000755,E2,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.717759003783187,0.4379714005543456,True
IEEE14_SCN_002952,E9,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.630355818494002,0.850575854319259,True
IEEE14_SCN_001155,E3,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,3.1155671170272914,0.9108134815003281,True
IEEE14_SCN_000870,E2,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.490994897222352,0.48093893891335804,True
IEEE14_SCN_002776,E9,E4_Full,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",INFEASIBLE,2.7607717469404216,0.7900899713228432,True
IEEE14_SCN_001827,E6,E4_Full,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.594919796279932,0.39301484438879264,False
IEEE14_SCN_000405,E1,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.5771900298706343,0.6454087800576385,True
IEEE14_SCN_001384,E4,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.7545574338221113,0.8622816204002067,True
IEEE14_SCN_001379,E4,E4_Full,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.205421602327396,0.5597717755494331,False
IEEE14_SCN_000337,E1,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",UNSAFE,2.7773463251119814,0.6157369826153145,True
IEEE14_SCN_001784,E5,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.6488107763935673,0.4112547552193928,True
IEEE14_SCN_001664,E5,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.708194841484996,0.861817511698703,True
IEEE14_SCN_001796,E5,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.4715138048658516,0.9580318502864178,True
IEEE14_SCN_002785,E9,E4_Full,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.2248308160984847,0.5056311313206647,False
IEEE14_SCN_002988,E9,E4_Full,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': True, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.8082719623201267,0.7110143307127655,True
IEEE14_SCN_002341,E7,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.4791408454202126,0.833391346109924,True
IEEE14_SCN_002050,E6,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.4230185047196957,0.8303095930757116,True
IEEE14_SCN_001817,E6,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.684599558985382,0.641412327510627,True
IEEE14_SCN_001253,E4,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.714582963945401,0.9367778089397732,True
