scenario_id,event_class,config,model,correct_diag,correct_tool,grounded,halluc,recommendation,latency,confidence,is_correct
IEEE14_SCN_001796,E5,E1_LLM,mock,False,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.2020691670602668,0.45265891046653084,False
IEEE14_SCN_002785,E9,E1_LLM,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1021525451316663,0.8383053490133919,True
IEEE14_SCN_002988,E9,E1_LLM,mock,False,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': True, 'H-ACT': False}",SUCCESS,1.4392867550983917,0.6378459155970535,False
IEEE14_SCN_002341,E7,E1_LLM,mock,False,False,True,"{'H-NUM': False, 'H-TOP': True, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.388009819332806,0.28569519216475026,False
IEEE14_SCN_002050,E6,E1_LLM,mock,False,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.8013117087982342,0.2765637471416466,False
IEEE14_SCN_001817,E6,E1_LLM,mock,False,False,True,"{'H-NUM': False, 'H-TOP': True, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1101381200890834,0.4501432107887155,False
IEEE14_SCN_001253,E4,E1_LLM,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': True, 'H-ACT': False}",SUCCESS,1.6058517076462304,1.0,True
IEEE14_SCN_000529,E1,E2_LLM_RAG,mock,False,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.9626388977572704,0.42950542696412514,False
IEEE14_SCN_000755,E2,E2_LLM_RAG,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': True}",SUCCESS,1.890761906628556,0.5842579532913751,True
IEEE14_SCN_002952,E9,E2_LLM_RAG,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.9773692945367276,0.8824195847850407,True
IEEE14_SCN_001155,E3,E2_LLM_RAG,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': True}",NO_EFFECT,0.7779518392629776,0.9479359188282006,True
IEEE14_SCN_000870,E2,E2_LLM_RAG,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.7047407479726564,0.31772543395214026,False
IEEE14_SCN_002776,E9,E2_LLM_RAG,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1372816337720928,0.4934360257971149,True
IEEE14_SCN_001827,E6,E2_LLM_RAG,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.9994250376843286,0.62256217883559,False
IEEE14_SCN_000405,E1,E2_LLM_RAG,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': True, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.7222745981443317,0.5850451411424928,False
IEEE14_SCN_001384,E4,E2_LLM_RAG,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.6130168381663048,0.7473656147814721,True
IEEE14_SCN_001379,E4,E2_LLM_RAG,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.735621072686422,0.739159167149503,True
IEEE14_SCN_000337,E1,E2_LLM_RAG,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.441723524111183,0.7753731844106746,True
IEEE14_SCN_001784,E5,E2_LLM_RAG,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.7318757287519193,0.7811634419966798,True
IEEE14_SCN_001664,E5,E2_LLM_RAG,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.4421825737796334,0.7633377039999972,True
IEEE14_SCN_001796,E5,E2_LLM_RAG,mock,True,False,True,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': True, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.8824653660777587,0.5964918973779361,True
IEEE14_SCN_002785,E9,E2_LLM_RAG,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': True, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.126281679550496,0.8060038153403968,True
IEEE14_SCN_002988,E9,E2_LLM_RAG,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.5139927958260766,0.6346372506178977,True
IEEE14_SCN_002341,E7,E2_LLM_RAG,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.772435399118131,1.0,True
IEEE14_SCN_002050,E6,E2_LLM_RAG,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.7901912330563892,0.7072780781764169,True
IEEE14_SCN_001817,E6,E2_LLM_RAG,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.2511087725001957,0.8831837072158214,True
IEEE14_SCN_001253,E4,E2_LLM_RAG,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.6750395757399046,0.5874244955979073,True
IEEE14_SCN_000529,E1,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.307992854775748,0.461416779171564,True
IEEE14_SCN_000755,E2,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': True, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.8821404498797474,1.0,True
IEEE14_SCN_002952,E9,E3_LLM_Tools,mock,False,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.075285173154003,0.7461186571232916,False
IEEE14_SCN_001155,E3,E3_LLM_Tools,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.6867526721122594,0.5593777122524526,False
IEEE14_SCN_000870,E2,E3_LLM_Tools,mock,False,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.1057969814612028,0.5549922330048325,False
IEEE14_SCN_002776,E9,E3_LLM_Tools,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.665034084616773,0.6469321376048864,True
IEEE14_SCN_001827,E6,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.956777626551938,0.8105646217447608,True
IEEE14_SCN_000405,E1,E3_LLM_Tools,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.0232469993980926,0.4737883242277079,False
IEEE14_SCN_001384,E4,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': True}",NO_EFFECT,2.8982090111144103,0.8003745224000746,True
IEEE14_SCN_001379,E4,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.542044731161439,0.7936272797361924,True
IEEE14_SCN_000337,E1,E3_LLM_Tools,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.0556164888552115,0.2073608618014507,False
IEEE14_SCN_001784,E5,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.6205860795934255,0.6597726561666584,True
IEEE14_SCN_001664,E5,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.670852569720492,0.6783998456590795,True
IEEE14_SCN_001796,E5,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.189299493923362,0.3599573038275038,True
IEEE14_SCN_002785,E9,E3_LLM_Tools,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.472385445810114,0.5225340778984742,True
IEEE14_SCN_002988,E9,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.6662673311810865,1.0,True
IEEE14_SCN_002341,E7,E3_LLM_Tools,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.4185040736123775,0.7533976064480169,True
IEEE14_SCN_002050,E6,E3_LLM_Tools,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,1.7802626013959135,0.7302049282807689,True
IEEE14_SCN_001817,E6,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.9627459711999782,0.8009397922645061,True
IEEE14_SCN_001253,E4,E3_LLM_Tools,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.9940887253783868,0.9291568738251841,True
IEEE14_SCN_000529,E1,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.931308130971214,0.8711366499001018,True
IEEE14_SCN_000755,E2,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",INFEASIBLE,2.767516578936725,0.811269179377205,True
IEEE14_SCN_002952,E9,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.6234471905921852,0.6112615125528504,True
IEEE14_SCN_001155,E3,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,3.475310167647285,0.8111463320953569,True
IEEE14_SCN_000870,E2,E4_Full,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.5302615016340613,0.8818815118686762,True
IEEE14_SCN_002776,E9,E4_Full,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,2.9585544214539015,0.6092039260402141,False
IEEE14_SCN_001827,E6,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.7857952151835867,0.7130893420756448,True
IEEE14_SCN_000405,E1,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.8427061765699615,0.8872872071369153,True
IEEE14_SCN_001384,E4,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.663072150192291,0.8229273847331381,True
IEEE14_SCN_001379,E4,E4_Full,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.695710025536642,0.7400595478130142,True
IEEE14_SCN_000337,E1,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,2.525387817828154,0.5045190808606718,True
IEEE14_SCN_001784,E5,E4_Full,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.1722079471791207,0.726913699825456,True
IEEE14_SCN_001664,E5,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.44075101269021,0.48729662198249923,True
IEEE14_SCN_001796,E5,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.9854965365199586,0.9681486839234944,True
IEEE14_SCN_002785,E9,E4_Full,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.0937430714963194,0.62762678230245,True
IEEE14_SCN_002988,E9,E4_Full,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",PARTIAL_SUCCESS,2.9521591601259645,0.684691537074241,True
IEEE14_SCN_002341,E7,E4_Full,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,3.8334061302896587,0.6950439514649811,True
IEEE14_SCN_002050,E6,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': True, 'H-ACT': False}",SUCCESS,3.2420772720240136,0.5938087917256021,True
IEEE14_SCN_001817,E6,E4_Full,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.0250897307276876,0.5925666225693629,True
IEEE14_SCN_001253,E4,E4_Full,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,3.1520930820044533,0.5642818655300564,True
