scenario_id,event_class,config,model,correct_diag,correct_tool,grounded,halluc,recommendation,latency,confidence,is_correct,raw
IEEE14_SCN_002976,E9,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.14229154586792,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_000382,E1,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.964381456375122,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_002050,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0724759101867676,0.85,False,"{""event_class"": ""E7"", ""confidence"": 0.85, ""tool"": ""power_flow"", ""reason"": ""The post-event state exhibits an overvoltage condition with voltages reaching up to 1.0600 pu (>1.05 pu), classifying it as an E7 Overvoltage event.""}"
IEEE14_SCN_001778,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9679181575775146,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_001347,E4,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': True, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.2104167938232422,0.85,False,"```json
{""event_class"": ""E7"", ""confidence"": 0.85, ""tool"": ""power_flow"", ""reason"": ""Post-event voltage reaches a peak of 1.0600 pu, which exceeds the 1.05 pu threshold for overvoltage.""}
```"
IEEE14_SCN_002877,E9,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0097908973693848,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu threshold and triggering the overvoltage classification.""}
```"
IEEE14_SCN_001956,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.2428276538848877,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""The post-event state exhibits a peak voltage of 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""
}
```"
IEEE14_SCN_001046,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0486090183258057,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu threshold for overvoltage.""}
```"
IEEE14_SCN_000841,E2,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.04435133934021,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu threshold and triggering the overvoltage class criteria.""}
```"
IEEE14_SCN_002843,E9,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0683579444885254,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage exceeds the 1.05 pu upper limit, reaching a peak of 1.0600 pu, which classifies the event as E7 Overvoltage.""}
```"
IEEE14_SCN_000730,E2,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.3027455806732178,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""The post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""
}
```"
IEEE14_SCN_001796,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1143333911895752,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""
}
```"
IEEE14_SCN_001122,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9753613471984864,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 threshold and classifying the event as an overvoltage.""}
```"
IEEE14_SCN_002683,E9,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.2580175399780271,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_001608,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.176525354385376,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_002129,E7,E1_LLM,gemini-3.5-flash-lite,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0381593704223633,0.95,True,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0800 pu with overvoltage violations true, indicating an overvoltage condition (V>1.05).""}
```"
IEEE14_SCN_001253,E4,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0141751766204834,0.95,False,"```json
{
  ""event_class"": ""E0"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""Post-event system metrics indicate no significant voltage violations, overloads, or topological changes, classifying it as a normal state.""
}
```"
IEEE14_SCN_001736,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0023541450500488,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu threshold for overvoltage.""}
```"
IEEE14_SCN_001334,E4,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0230340957641602,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_000688,E2,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.995530605316162,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu threshold for overvoltage.""}
```"
IEEE14_SCN_002071,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0216994285583496,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu (>1.05 pu), classifying the event as an Overvoltage (E7).""}
```"
IEEE14_SCN_001282,E4,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0872650146484375,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu threshold and triggering the overvoltage classification.""}
```"
IEEE14_SCN_001766,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0158352851867676,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu threshold and triggering the overvoltage class condition.""}
```"
IEEE14_SCN_001668,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9946959018707277,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_000556,E1,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1082029342651367,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu threshold and triggering the overvoltage class.""}
```"
IEEE14_SCN_001060,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0864405632019043,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""Post-event voltage profile exhibits values exceeding 1.05 pu (peak 1.0600 pu), classifying the event as an overvoltage condition.""
}
```"
IEEE14_SCN_002986,E9,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9199540615081788,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_000521,E1,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.93304443359375,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_000636,E2,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.096177339553833,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu threshold for overvoltage.""}
```"
IEEE14_SCN_000073,E0,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0168898105621338,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches a peak of 1.0600 pu, exceeding the 1.05 pu threshold and indicating an overvoltage condition.""}
```"
IEEE14_SCN_002471,E9,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1651332378387451,0.95,False,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 0.95,
  ""tool"": ""contingency"",
  ""reason"": ""The post-event state indicates an overload condition with line voltage limits affected, characteristic of a single transmission-line outage (E3).""
}
```"
IEEE14_SCN_001595,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9419312477111816,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage exceeds the 1.05 pu threshold reaching a peak of 1.0600 pu, classifying the event as an overvoltage.""}
```"
IEEE14_SCN_001803,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.005643367767334,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 threshold and triggering overvoltage conditions.""}
```"
IEEE14_SCN_000370,E1,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.242196798324585,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu threshold and triggering the overvoltage class.""}
```"
IEEE14_SCN_000326,E1,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,26.627959728240967,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_000512,E1,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0287840366363523,0.95,False,"{""event_class"": ""E7"", ""confidence"": 0.95, ""tool"": ""power_flow"", ""reason"": ""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}"
IEEE14_SCN_001954,E4,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1148347854614258,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""The post-event state exhibits an overvoltage violation with voltage reaching 1.0600 pu, exceeding the 1.05 threshold.""
}
```"
IEEE14_SCN_001828,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.065913438796997,0.92,False,"```json
{""event_class"":""E7"",""confidence"":0.92,""tool"":""power_flow"",""reason"":""Post-event voltage peak reaches 1.0600 pu, exceeding the 1.05 pu threshold for overvoltage.""}
```"
IEEE14_SCN_002781,E9,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1773288249969482,0.95,False,"```json
{""event_class"":""E7"",""confidence"":0.95,""tool"":""power_flow"",""reason"":""Post-event voltage reaches 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_000870,E2,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1489787101745603,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""Post-event voltage reaches 1.0600 pu, which exceeds the 1.05 pu threshold, classifying it as an overvoltage event.""
}
```"
IEEE14_SCN_001725,E5,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.2849550247192385,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""The post-event state exhibits a peak voltage of 1.0600 pu, which strictly exceeds the 1.05 pu threshold defining an overvoltage event.""
}
```"
IEEE14_SCN_000928,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0319454669952393,0.95,False,"```json
{""event_class"": ""E7"", ""confidence"": 0.95, ""tool"": ""power_flow"", ""reason"": ""The post-event voltage profile reaches a peak of 1.0600 pu, exceeding the 1.05 pu overvoltage threshold.""}
```"
IEEE14_SCN_002027,E3,E1_LLM,gemini-3.5-flash-lite,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.0509130954742432,0.95,False,"```json
{
  ""event_class"": ""E7"",
  ""confidence"": 0.95,
  ""tool"": ""power_flow"",
  ""reason"": ""The post-event state exhibits voltage violations up to 1.0600 pu, which exceeds the 1.05 threshold defining an overvoltage event.""
}
```"
